year,month,day,hour,min,wind dir,wind speed,lat,lon,current dir,current speed
2010,1,16,6,50,74.0,10.5,28.787,86.007,,
2010,1,16,7,50,77.0,11.7,28.787,86.007,,
2010,1,16,8,50,86.0,11.7,28.787,86.007,,
2010,1,16,9,50,95.0,12.7,28.787,86.007,,
2010,1,16,10,50,96.0,11.0,28.787,86.007,,
2010,1,16,11,50,95.0,14.2,28.787,86.007,,
2010,1,16,12,50,100.0,13.6,28.787,86.007,,
2010,1,16,13,50,87.0,13.9,28.787,86.007,,
2010,1,16,14,50,89.0,15.5,28.787,86.007,,
2010,1,16,15,50,98.0,14.2,28.787,86.007,,
2010,1,16,16,50,82.0,12.4,28.787,86.007,,
2010,1,16,17,50,73.0,10.5,28.787,86.007,,
2010,1,16,18,50,162.0,7.0,28.787,86.007,,
2010,1,16,19,50,161.0,11.3,28.787,86.007,,
2010,1,16,20,50,166.0,8.8,28.787,86.007,,
2010,1,16,21,50,178.0,6.5,28.787,86.007,,
2010,1,16,22,50,187.0,8.5,28.787,86.007,,
2010,1,16,23,50,208.0,7.0,28.787,86.007,,
2010,1,17,0,50,167.0,6.2,28.787,86.007,,
2010,1,17,1,50,198.0,5.7,28.787,86.007,,
2010,1,17,2,50,203.0,10.1,28.787,86.007,,
2010,1,17,3,50,206.0,8.5,28.787,86.007,,
2010,1,17,4,50,236.0,9.8,28.787,86.007,,
2010,1,17,5,50,235.0,8.9,28.787,86.007,,
2010,1,17,6,50,231.0,9.3,28.787,86.007,,
2010,1,17,7,50,229.0,10.2,28.787,86.007,,
2010,1,17,8,50,233.0,13.0,28.787,86.007,,
2010,1,17,9,50,230.0,12.7,28.787,86.007,,
2010,1,17,10,50,234.0,12.3,28.787,86.007,,
2010,1,17,11,50,280.0,11.1,28.787,86.007,,
2010,1,17,12,50,274.0,11.5,28.787,86.007,,
2010,1,17,13,50,269.0,10.7,28.787,86.007,,
2010,1,17,14,50,269.0,11.1,28.787,86.007,,
2010,1,17,15,50,269.0,12.8,28.787,86.007,,
2010,1,17,16,50,261.0,13.1,28.787,86.007,,
2010,1,17,17,50,259.0,12.7,28.787,86.007,,
2010,1,17,18,50,263.0,12.6,28.787,86.007,,
2010,1,17,19,50,265.0,12.6,28.787,86.007,,
2010,1,17,20,50,268.0,11.7,28.787,86.007,,
2010,1,17,21,50,270.0,12.4,28.787,86.007,,
2010,1,17,22,50,274.0,11.9,28.787,86.007,,
2010,1,17,23,50,276.0,12.2,28.787,86.007,,
2010,1,18,0,50,290.0,11.7,28.787,86.007,,
2010,1,18,1,50,282.0,11.8,28.787,86.007,,
2010,1,18,2,50,277.0,10.4,28.787,86.007,,
2010,1,18,3,50,289.0,10.4,28.787,86.007,,
2010,1,18,4,50,301.0,9.7,28.787,86.007,,
2010,1,18,5,50,308.0,9.2,28.787,86.007,,
2010,1,18,6,50,311.0,8.5,28.787,86.007,,
2010,1,18,7,50,305.0,6.9,28.787,86.007,,
2010,1,18,8,50,313.0,5.4,28.787,86.007,,
2010,1,18,9,50,295.0,4.9,28.787,86.007,,
2010,1,18,10,50,308.0,6.5,28.787,86.007,,
2010,1,18,11,50,316.0,5.8,28.787,86.007,,
2010,1,18,12,50,330.0,6.0,28.787,86.007,,
2010,1,18,13,50,344.0,6.0,28.787,86.007,,
2010,1,18,14,50,346.0,4.7,28.787,86.007,,
2010,1,18,15,50,330.0,5.2,28.787,86.007,,
2010,1,18,16,50,2.0,3.0,28.787,86.007,,
2010,1,18,17,50,358.0,2.7,28.787,86.007,,
2010,1,18,18,50,7.0,2.1,28.787,86.007,,
2010,1,18,19,50,6.0,2.8,28.787,86.007,,
2010,1,18,20,50,298.0,1.9,28.787,86.007,,
2010,1,18,21,50,288.0,1.1,28.787,86.007,,
2010,1,18,22,50,268.0,2.1,28.787,86.007,,
2010,1,18,23,50,269.0,2.5,28.787,86.007,,
2010,1,19,0,50,319.0,1.1,28.787,86.007,,
2010,1,19,1,50,276.0,1.8,28.787,86.007,,
2010,1,19,2,50,250.0,1.8,28.787,86.007,,
2010,1,19,3,50,262.0,2.1,28.787,86.007,,
2010,1,19,4,50,277.0,2.5,28.787,86.007,,
2010,1,19,5,50,301.0,1.9,28.787,86.007,,
2010,1,19,6,50,272.0,2.4,28.787,86.007,,
2010,1,19,7,50,290.0,2.2,28.787,86.007,,
2010,1,19,8,50,277.0,1.9,28.787,86.007,,
2010,1,19,9,50,299.0,3.1,28.787,86.007,,
2010,1,19,10,50,254.0,1.1,28.787,86.007,,
2010,1,19,11,50,202.0,0.6,28.787,86.007,,
2010,1,19,12,50,228.0,1.3,28.787,86.007,,
2010,1,19,13,50,223.0,1.3,28.787,86.007,,
2010,1,19,14,50,274.0,1.5,28.787,86.007,,
2010,1,19,15,50,235.0,1.2,28.787,86.007,,
2010,1,19,16,50,277.0,2.3,28.787,86.007,,
2010,1,19,17,50,285.0,1.4,28.787,86.007,,
2010,1,19,18,50,214.0,1.3,28.787,86.007,,
2010,1,19,19,50,254.0,0.7,28.787,86.007,,
2010,1,19,20,50,211.0,1.9,28.787,86.007,,
2010,1,19,21,50,216.0,2.0,28.787,86.007,,
2010,1,19,22,50,196.0,2.8,28.787,86.007,,
2010,1,19,23,50,198.0,3.1,28.787,86.007,,
2010,1,20,0,50,190.0,2.8,28.787,86.007,,
2010,1,20,1,50,181.0,3.4,28.787,86.007,,
2010,1,20,2,50,172.0,3.5,28.787,86.007,,
2010,1,20,3,50,164.0,3.9,28.787,86.007,,
2010,1,20,4,50,167.0,3.9,28.787,86.007,,
2010,1,20,5,50,174.0,4.2,28.787,86.007,,
2010,1,20,6,50,180.0,4.7,28.787,86.007,,
2010,1,20,7,50,186.0,4.4,28.787,86.007,,
2010,1,20,8,50,162.0,3.5,28.787,86.007,,
2010,1,20,9,50,176.0,3.6,28.787,86.007,,
2010,1,20,10,50,165.0,3.7,28.787,86.007,,
2010,1,20,11,50,151.0,4.1,28.787,86.007,,
2010,1,20,12,50,139.0,4.3,28.787,86.007,,
2010,1,20,13,50,131.0,5.4,28.787,86.007,,
2010,1,20,14,50,134.0,6.6,28.787,86.007,,
2010,1,20,15,50,136.0,7.0,28.787,86.007,,
2010,1,20,16,50,144.0,6.9,28.787,86.007,,
2010,1,20,17,50,143.0,8.5,28.787,86.007,,
2010,1,20,18,50,149.0,8.5,28.787,86.007,,
2010,1,20,19,50,149.0,8.5,28.787,86.007,,
2010,1,20,20,50,145.0,9.1,28.787,86.007,,
2010,1,20,21,50,154.0,9.3,28.787,86.007,,
