time,coord,wind
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7328592)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.73232759999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.731796)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7312644)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7307328)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7302012)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7296696)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.72913799999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.72860639999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7280748)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7275432)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7270116)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.77964)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.7791084)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.7785768)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.7780452)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.7775136)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.776982)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.7764504)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.7759188)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.7753872)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.7748556)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.77432400000001)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.7737924)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
80.0,"CoordinatesBase(latitude=50.0, longitude=-88.7732608)","SpeedMeasure(speed_north=2.0130944524946894, speed_east=-2.98453526119815)"
